/* DATA DESCRIPTION:
Citation:	Schmithüsen, Holger; Schröter, Steffen; Wenzel, Julia (2021): Meteorological observations during POLARSTERN cruise PS122/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.935264
Abstract:	The meteorological observatory Polarstern issues synoptical reports every 3 hours during times of ship operation. The reports are distritubed via global networks of the World Meteorological Organisation. When designated weather observers are onboard manual observations are included in the reports. For times that are not covered by an observer automatic reports are issued. All observations are made in compliance with standards of the World Meteorological Organisation and those of the German Weather Service (DWD). This dataset compiles all synoptical reports issued during Polarstern cruise PS122/2.
Project(s):	Meteorological Long-Term Observations @ AWI (AWI_Meteo) (URI: http://www.awi.de/en/science/long-term-observations.html)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://www.mosaic-expedition.org/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: http://www.awi.de), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: http://www.awi.de), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
Coverage:	MEDIAN LATITUDE: 87.332762 * MEDIAN LONGITUDE: 100.342196 * SOUTH-BOUND LATITUDE: 86.600000 * WEST-BOUND LONGITUDE: 55.600000 * NORTH-BOUND LATITUDE: 88.600000 * EAST-BOUND LONGITUDE: 119.100000
	DATE/TIME START: 2019-12-13T12:00:00 * DATE/TIME END: 2020-02-24T09:00:00
	MINIMUM ALTITUDE: 25 m * MAXIMUM ALTITUDE: 25 m
Event(s):	PS122/2-track * LATITUDE START: 86.593183 * LONGITUDE START: 119.242046 * LATITUDE END: 88.591065 * LONGITUDE END: 55.585682 * DATE/TIME START: 2019-12-13T09:04:00 * DATE/TIME END: 2020-02-24T08:59:59 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/2 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Underway cruise track measurements (CT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	LATITUDE (Latitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	ALTITUDE [m] (Altitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Wind direction [deg] (dd) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Anemometer
	Wind speed [m/s] (ff) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Anemometer
	Temperature, air [°C] (TTT) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Thermometer
	Dew/frost point [°C] (TdTdTd) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Hygrometer (HYGRO)
	Pressure, atmospheric [hPa] (PPPP) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Characteristic of barometric tendency [code] (a) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Amount of barometric tendency [hPa] (ppp) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Mean ships course [code] (Ds) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Mean ships speed [code] (Vs) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Temperature, water [°C] (Temp) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Thermometer
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	5822 data points
*/
Date/Time	Latitude	Longitude	Altitude [m]	dd [deg]	ff [m/s]	TTT [°C]	TdTdTd [°C]	PPPP [hPa]	a [code]	ppp [hPa]	Ds [code]	Vs [code]	Temp [°C]
2019-12-20T09:00	86.7	112.6	25	40	2	-24.2	-26.4	1029.1	3	0.1	6	0	-1.7
2019-12-20T12:00	86.7	112.6	25	40	2	-25.2	-27.8	1028.9	8	0.2	6	0	-1.7
2019-12-20T15:00	86.7	112.5	25	280	1	-24.1	-26.3	1028.4	8	0.5	7	0	-1.6
2019-12-20T18:00	86.7	112.5	25	320	1	-23.2	-25.3	1028.0	8	0.4	7	0	-1.6
2019-12-20T21:00	86.7	112.5	25	300	1	-22.1	-23.6	1028.0	5	0.0	7	0	-1.6
2019-12-21T00:00	86.7	112.5	25	320	1	-21.5	-23.2	1027.7	8	0.3	7	0	-1.6
2019-12-21T03:00	86.7	112.4	25	200	1	-21.1	-22.8	1027.5	5	0.2	7	0	-1.6
2019-12-21T06:00	86.7	112.4	25	210	2	-20.8	-22.6	1028.1	3	0.6	7	0	-1.7
2019-12-21T09:00	86.7	112.4	25	190	2	-20.2	-22.3	1028.3	1	0.2	6	0	-1.6
2019-12-21T12:00	86.7	112.4	25	290	2	-19.4	-21.2	1028.3	4	0.0	4	0	-1.6
2019-12-21T15:00	86.7	112.4	25	240	1	-18.7	-20.6	1027.7	6	0.6	6	0	-1.7
2019-12-21T18:00	86.7	112.4	25	280	4	-22.4	-24.7	1027.5	8	0.2	3	0	-1.7
2019-12-21T21:00	86.7	112.4	25	280	4	-26.6	-29.2	1027.3	5	0.2	3	0	-1.7
2019-12-22T00:00	86.7	112.5	25	270	3	-27.6	-30.2	1027.1	8	0.2	3	0	-1.6
2019-12-22T03:00	86.7	112.5	25	290	3	-28.3	-31.2	1026.9	5	0.2	3	0	-1.7
2019-12-22T06:00	86.7	112.6	25	300	5	-28.4	-31.2	1026.9	5	0.0	3	0	-1.6
2019-12-22T09:00	86.7	112.6	25	300	1	-27.9	-30.4	1027.1	3	0.2	3	0	-1.7
2019-12-22T12:00	86.7	112.6	25	280	4	-26.9	-29.8	1026.6	8	0.5	3	0	-1.7
2019-12-22T15:00	86.7	112.7	25	280	4	-21.6	-24.2	1026.5	8	0.1	3	0	-1.7
2019-12-22T18:00	86.7	112.7	25	270	5	-18.3	-20.3	1026.0	8	0.5	3	0	-1.7
2019-12-22T21:00	86.7	112.8	25	290	7	-16.7	-18.9	1026.2	3	0.2	3	0	-1.7
2019-12-23T00:00	86.7	112.9	25	280	6	-19.4	-21.5	1026.2	4	0.0	3	0	-1.7
2019-12-23T03:00	86.7	113.0	25	290	6	-20.9	-23.2	1026.2	5	0.0	3	0	-1.7
2019-12-23T06:00	86.6	113.0	25	280	6	-22.5	-24.9	1026.5	3	0.3	3	0	-1.7
2019-12-23T09:00	86.6	113.1	25	290	6	-24.2	-26.9	1026.9	3	0.4	3	0	-1.7
2019-12-23T12:00	86.6	113.2	25	280	7	-25.6	-28.3	1026.5	8	0.4	3	0	-1.7
2019-12-23T15:00	86.6	113.2	25	270	7	-26.7	-29.4	1026.5	5	0.0	3	0	-1.7
2019-12-23T18:00	86.6	113.3	25	270	6	-27.4	-30.4	1026.4	8	0.1	3	0	-1.7
2019-12-23T21:00	86.6	113.4	25	290	6	-26.8	-29.3	1026.5	2	0.1	3	0	-1.7
2019-12-24T00:00	86.6	113.5	25	270	6	-27.3	-30.3	1026.4	8	0.1	3	0	-1.7
2019-12-24T03:00	86.6	113.6	25	280	6	-27.3	-29.9	1026.7	3	0.3	2	0	-1.7
2019-12-24T06:00	86.6	113.7	25	260	7	-27.8	-30.7	1026.4	7	0.3	2	0	-1.7
2019-12-24T09:00	86.6	113.8	25	270	6	-28.6	-31.6	1026.5	1	0.1	2	0	-1.7
2019-12-24T12:00	86.6	113.9	25	260	6	-29.0	-32.1	1026.6	0	0.1	2	0	-1.7
2019-12-24T15:00	86.6	114.0	25	260	8	-26.5	-29.3	1026.3	6	0.3	2	0	-1.7
2019-12-24T18:00	86.6	114.2	25	260	8	-24.8	-27.8	1026.2	5	0.1	2	0	-1.7
2019-12-24T21:00	86.6	114.3	25	250	8	-25.9	-28.7	1026.5	1	0.3	2	0	-1.7
2019-12-25T00:00	86.6	114.5	25	250	7	-25.4	-28.0	1026.8	3	0.3	2	0	-1.7
2019-12-25T03:00	86.6	114.6	25	250	8	-25.6	-28.1	1026.8	5	0.0	2	0	-1.7
2019-12-25T06:00	86.6	114.7	25	240	7	-22.1	-24.1	1027.1	1	0.3	2	0	-1.7
2019-12-25T09:00	86.6	114.9	25	240	6	-20.4	-23.2	1027.4	3	0.3	2	0	-1.7
2019-12-25T12:00	86.6	115.0	25	240	7	-22.3	-24.9	1027.4	0	0.0	2	0	-1.7
2019-12-25T15:00	86.6	115.1	25	230	8	-26.9	-29.2	1027.5	3	0.1	2	0	-1.7
2019-12-25T18:00	86.6	115.2	25	220	7	-26.8	-29.1	1027.4	8	0.1	1	0	-1.7
2019-12-25T21:00	86.6	115.3	25	210	6	-24.4	-26.6	1027.2	8	0.2	1	0	-1.7
2019-12-26T00:00	86.6	115.4	25	220	9	-21.9	-24.3	1026.9	8	0.3	1	0	-1.6
2019-12-26T03:00	86.6	115.5	25	200	8	-29.3	-32.1	1026.9	0	0.0	1	0	-1.7
2019-12-26T06:00	86.6	115.7	25	210	8	-29.1	-32.1	1026.5	8	0.4	1	0	-1.7
2019-12-26T09:00	86.7	115.8	25	230	8	-28.2	-31.1	1026.8	3	0.3	1	0	-1.7
2019-12-26T12:00	86.7	115.9	25	210	3	-26.6	-29.0	1026.3	8	0.5	1	0	-1.7
2019-12-26T15:00	86.7	115.9	25	250	5	-23.0	-25.4	1025.1	8	1.2	1	0	-1.7
2019-12-26T18:00	86.7	116.0	25	180	5	-23.3	-25.6	1024.2	8	0.9	8	0	-1.6
2019-12-26T21:00	86.7	116.0	25	190	4	-23.1	-25.4	1023.5	8	0.7	8	0	-1.7
2019-12-27T00:00	86.7	116.0	25	260	3	-24.8	-27.1	1023.1	8	0.4	8	0	-1.7
2019-12-27T03:00	86.7	116.0	25	230	4	-25.2	-28.0	1022.5	7	0.6	8	0	-1.7
2019-12-27T06:00	86.7	116.0	25	300	2	-26.7	-29.7	1022.1	7	0.4	8	0	-1.7
2019-12-27T09:00	86.7	116.0	25	350	1	-27.0	-29.4	1021.7	6	0.4	7	0	-1.6
2019-12-27T12:00	86.7	115.9	25	190	2	-28.2	-30.4	1020.9	7	0.8	7	0	-1.7
2019-12-27T15:00	86.7	115.9	25	260	2	-30.0	-32.3	1020.2	6	0.7	6	0	-1.6
2019-12-27T18:00	86.7	115.9	25	280	1	-29.3	-31.8	1019.1	8	1.1	6	0	-1.7
2019-12-27T21:00	86.7	115.9	25	240	2	-29.8	-32.1	1018.2	7	0.9	6	0	-1.6
2019-12-28T00:00	86.7	115.9	25	260	2	-29.4	-32.1	1017.5	6	0.7	7	0	-1.6
2019-12-28T03:00	86.7	115.8	25	210	1	-30.8	-33.6	1016.2	6	1.3	5	0	-1.7
2019-12-28T06:00	86.7	115.8	25	260	1	-30.5	-33.5	1015.8	5	0.4	5	0	-1.7
2019-12-28T09:00	86.7	115.7	25	0	0	-29.9	-33.0	1014.8	6	1.0	5	0	-1.7
2019-12-28T12:00	86.7	115.7	25	230	1	-29.2	-32.4	1013.6	8	1.2	5	0	-1.7
2019-12-28T15:00	86.7	115.7	25	340	2	-30.1	-33.3	1012.0	6	1.6	5	0	-1.6
2019-12-28T18:00	86.7	115.7	25	340	2	-31.7	-34.5	1010.4	6	1.6	4	0	-1.6
2019-12-28T21:00	86.7	115.6	25	330	3	-33.6	-36.9	1009.5	7	0.9	4	0	-1.6
2019-12-29T00:00	86.7	115.6	25	330	3	-33.4	-36.9	1008.4	6	1.1	4	0	-1.6
2019-12-29T03:00	86.7	115.7	25	290	3	-33.4	-36.3	1007.6	8	0.8	3	0	-1.6
2019-12-29T06:00	86.7	115.7	25	290	4	-32.2	-35.4	1006.4	6	1.2	4	0	-1.6
2019-12-29T09:00	86.6	115.8	25	300	5	-31.2	-34.5	1005.8	8	0.6	3	0	-1.6
2019-12-29T12:00	86.6	115.8	25	290	6	-30.7	-34.0	1005.3	7	0.5	3	0	-1.7
2019-12-29T15:00	86.6	115.9	25	310	5	-29.1	-32.0	1004.7	8	0.6	3	0	-1.7
2019-12-29T18:00	86.6	116.0	25	300	6	-28.9	-31.9	1004.3	8	0.4	3	0	-1.7
2019-12-29T21:00	86.6	116.1	25	290	5	-27.9	-30.6	1004.3	5	0.0	3	0	-1.7
2019-12-30T00:00	86.6	116.2	25	290	6	-28.1	-30.6	1004.0	7	0.3	3	0	-1.7
2019-12-30T03:00	86.6	116.3	25	270	6	-25.7	-28.3	1003.1	6	0.9	3	0	-1.7
2019-12-30T06:00	86.6	116.5	25	280	8	-26.8	-29.7	1002.2	8	0.9	3	0	-1.7
2019-12-30T09:00	86.6	116.7	25	280	6	-27.4	-30.4	1002.2	5	0.0	3	0	-1.7
2019-12-30T12:00	86.6	116.9	25	280	8	-27.4	-30.8	1001.4	8	0.8	3	0	-1.7
2019-12-30T15:00	86.6	117.1	25	280	9	-27.6	-30.7	1000.8	6	0.6	3	0	-1.7
2019-12-30T18:00	86.6	117.3	25	270	8	-27.7	-30.6	1000.2	6	0.6	3	0	-1.7
2019-12-30T21:00	86.6	117.4	25	270	8	-28.1	-30.8	1000.2	5	0.0	3	0	-1.7
2019-12-31T00:00	86.6	117.6	25	270	6	-28.3	-31.2	1000.1	8	0.1	2	0	-1.7
2019-12-31T03:00	86.6	117.7	25	250	5	-29.4	-32.1	999.9	8	0.2	2	0	-1.7
2019-12-31T06:00	86.6	117.8	25	220	7	-33.9	-36.7	999.9	5	0.0	2	0	-1.6
